League: National Hockey League - Season: 2024-25              ,Date: 12.3.24
--------------------------------------------------------------
Regular Season
--------------------------------------------------------------
Name                                                          ,Team         ,Pos    ,GP,G ,A ,P ,+/-,PIM,PPg ,PPa  ,PPp,SHg,SHa,SHp,GWG ,GT,FG,EN,SOG,Sh  ,HT ,GA,TA,FO  ,SB,2 ,5,Mi,Ma,GM,FI,FW,ATOI ,APPT,APKT,+ ,- ,FS,Av R,
Artemi Knyazev                                                ,San Jose     ,LD/RD  ,16,0 ,5 ,5 ,0  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,0.0 ,16 ,4 ,0 ,0   ,11,1 ,0,0 ,0 ,0 ,0 ,0 ,14:18,0:27,0:07,10,10,0 ,6.94,
Darnell Nurse                                                 ,Edmonton     ,LD/RD  ,27,0 ,5 ,5 ,6  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,0.0 ,61 ,10,22,0   ,44,3 ,0,0 ,0 ,0 ,0 ,0 ,18:20,0:16,2:22,16,10,0 ,7.04,
Matt Benning                                                  ,Columbus     ,RD     ,25,0 ,5 ,5 ,-9 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,7  ,0.0 ,32 ,12,8 ,0   ,35,3 ,0,0 ,0 ,0 ,0 ,0 ,15:02,0:00,0:45,12,21,0 ,6.76,
Antoine Morand                                                ,Anaheim      ,C      ,17,0 ,5 ,5 ,3  ,8  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,12 ,0.0 ,9  ,2 ,0 ,0.51,10,4 ,0,0 ,0 ,0 ,0 ,0 ,12:16,0:24,0:00,12,9 ,0 ,6.65,
Jonas Brodin                                                  ,Minnesota    ,LD/RD  ,27,0 ,5 ,5 ,-4 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,0.0 ,27 ,17,18,0   ,31,4 ,0,0 ,0 ,0 ,0 ,0 ,18:22,0:59,2:08,14,18,0 ,6.70,
Alexander Wennberg                                            ,Vancouver    ,C      ,27,0 ,5 ,5 ,-9 ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,25 ,0.0 ,46 ,3 ,2 ,0.50,26,5 ,0,0 ,0 ,0 ,0 ,0 ,11:32,0:00,0:00,5 ,14,0 ,6.63,
Rasmus Andersson                                              ,Calgary      ,RD     ,29,0 ,5 ,5 ,9  ,16 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,36 ,0.0 ,86 ,10,11,0   ,43,8 ,0,0 ,0 ,0 ,0 ,0 ,19:24,0:56,2:09,26,17,0 ,7.17,
Arseni Snodgrass                                              ,New Jersey   ,RW     ,20,3 ,1 ,4 ,-6 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,17 ,17.6,22 ,7 ,0 ,0   ,5 ,2 ,0,0 ,0 ,0 ,0 ,0 ,10:43,0:00,0:22,4 ,10,0 ,6.70,
Ethan Phillips                                                ,Boston       ,C/RW   ,24,3 ,1 ,4 ,-7 ,8  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,24 ,12.5,24 ,3 ,1 ,0.50,9 ,4 ,0,0 ,0 ,0 ,0 ,0 ,11:22,0:07,0:00,6 ,13,0 ,6.46,
Jake Elmer                                                    ,NY Rangers   ,RW     ,23,3 ,1 ,4 ,-14,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,18 ,16.7,14 ,4 ,1 ,0.00,8 ,5 ,0,0 ,0 ,0 ,0 ,0 ,10:07,0:15,0:02,4 ,18,0 ,6.35,
Maxime Comtois                                                ,Anaheim      ,LW     ,21,3 ,1 ,4 ,-2 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,28 ,10.7,48 ,5 ,6 ,0   ,10,6 ,0,0 ,0 ,0 ,0 ,0 ,11:20,0:00,0:02,7 ,9 ,1 ,7.05,
Jared Hogan                                                   ,New Jersey   ,C/RW   ,11,3 ,1 ,4 ,-3 ,22 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,1 ,0 ,0 ,17 ,17.6,14 ,3 ,1 ,0.36,3 ,6 ,0,1 ,0 ,0 ,0 ,0 ,12:41,0:25,0:10,6 ,9 ,0 ,6.09,
Oskar Lindblom                                                ,Lehigh Valley,LW     ,6 ,2 ,2 ,4 ,1  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,1 ,0 ,0 ,8  ,25.0,9  ,2 ,1 ,0   ,4 ,0 ,0,0 ,0 ,0 ,0 ,0 ,10:10,0:19,0:00,4 ,3 ,0 ,7.33,
Joshua Norris                                                 ,Ottawa       ,C      ,17,2 ,2 ,4 ,0  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,14.3,13 ,3 ,6 ,0.46,9 ,0 ,0,0 ,0 ,0 ,0 ,0 ,9:23 ,0:00,1:50,5 ,5 ,0 ,6.59,
Angelo Toews                                                  ,Bakersfield  ,C      ,14,2 ,2 ,4 ,1  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,23 ,8.7 ,27 ,1 ,2 ,0.44,12,1 ,0,0 ,0 ,0 ,0 ,0 ,13:03,0:06,0:18,7 ,6 ,0 ,6.64,
Rick Imoo                                                     ,San Jose     ,LW     ,15,2 ,2 ,4 ,2  ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,1 ,1 ,0 ,9  ,22.2,22 ,0 ,0 ,0.33,5 ,2 ,0,0 ,0 ,0 ,0 ,0 ,10:24,0:03,0:00,5 ,3 ,2 ,7.07,
Kyle Turris                                                   ,St. Louis    ,C      ,28,2 ,2 ,4 ,-6 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,22 ,9.1 ,21 ,6 ,4 ,0.49,12,2 ,0,0 ,0 ,0 ,0 ,0 ,10:55,0:19,0:00,8 ,14,0 ,6.25,
Zack MacEwen                                                  ,Vancouver    ,RW/C   ,22,2 ,2 ,4 ,2  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,24 ,8.3 ,57 ,4 ,3 ,0.00,7 ,3 ,0,0 ,0 ,0 ,0 ,0 ,10:05,0:00,0:00,7 ,5 ,0 ,6.91,
Joel Farabee                                                  ,Philadelphia ,LW     ,26,2 ,2 ,4 ,1  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,33 ,6.1 ,26 ,5 ,14,0.00,11,4 ,0,0 ,0 ,0 ,0 ,0 ,11:46,0:04,0:04,9 ,8 ,0 ,6.85,
Casey Mittelstadt                                             ,Buffalo      ,C      ,17,2 ,2 ,4 ,1  ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,1 ,1 ,0 ,16 ,12.5,32 ,5 ,2 ,0.57,5 ,6 ,0,0 ,0 ,0 ,0 ,0 ,9:43 ,0:02,0:00,7 ,6 ,0 ,6.94,
Devrin Eschweiler                                             ,Boston       ,C/LW   ,26,2 ,2 ,4 ,-13,16 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,25 ,8.0 ,55 ,13,4 ,0.38,22,8 ,0,0 ,0 ,0 ,0 ,0 ,15:09,0:06,1:46,8 ,21,0 ,6.27,
Michael Schmidt                                               ,St. Louis    ,RW     ,23,2 ,2 ,4 ,-3 ,35 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,33 ,6.1 ,66 ,8 ,1 ,0.02,5 ,5 ,5,0 ,0 ,0 ,5 ,4 ,10:13,0:07,0:00,8 ,11,0 ,6.91,
Lukas Maniatis                                                ,Columbus     ,RW     ,9 ,1 ,3 ,4 ,-3 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,9  ,11.1,13 ,6 ,0 ,0   ,2 ,0 ,0,0 ,0 ,0 ,0 ,0 ,10:00,0:00,0:00,5 ,8 ,0 ,7.22,
Timo Leskelä                                                  ,San Antonio  ,C      ,6 ,1 ,3 ,4 ,3  ,2  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,9  ,11.1,13 ,1 ,0 ,0.42,3 ,1 ,0,0 ,0 ,0 ,0 ,0 ,15:50,1:13,0:10,6 ,3 ,1 ,7.17,
Vladislav Namestnikov                                         ,Winnipeg     ,C/LW/RW,28,1 ,3 ,4 ,-10,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,16 ,6.3 ,26 ,1 ,7 ,0.49,17,2 ,0,0 ,0 ,0 ,0 ,0 ,10:04,0:01,0:00,9 ,19,0 ,6.57,
Cody Eakin                                                    ,Calgary      ,C      ,26,1 ,3 ,4 ,-2 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,22 ,4.5 ,27 ,5 ,8 ,0.55,10,3 ,0,0 ,0 ,0 ,0 ,0 ,10:14,0:06,0:00,6 ,8 ,0 ,6.50,
Adam Boqvist                                                  ,NY Islanders ,RD/LD  ,17,1 ,3 ,4 ,-4 ,6  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,3.4 ,30 ,3 ,2 ,0   ,29,3 ,0,0 ,0 ,0 ,0 ,0 ,19:38,2:32,0:45,12,16,1 ,7.12,
Alex Radke                                                    ,Ottawa       ,RW/C   ,28,1 ,3 ,4 ,-2 ,8  ,0   ,0    ,0  ,1  ,0  ,1  ,0   ,0 ,0 ,0 ,15 ,6.7 ,46 ,2 ,2 ,0.19,26,4 ,0,0 ,0 ,0 ,0 ,0 ,9:21 ,0:00,1:45,6 ,8 ,0 ,6.89,
Rudolfs Balcers                                               ,Pittsburgh   ,LW     ,28,1 ,3 ,4 ,-15,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,27 ,3.7 ,24 ,3 ,1 ,0.04,9 ,5 ,0,0 ,0 ,0 ,0 ,0 ,11:43,0:34,0:00,4 ,19,0 ,6.61,
Travis Meech                                                  ,Vegas        ,RW     ,15,1 ,3 ,4 ,-3 ,46 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,11 ,9.1 ,32 ,8 ,1 ,0   ,6 ,8 ,4,1 ,0 ,0 ,4 ,4 ,10:50,0:00,0:00,7 ,10,0 ,6.93,
Mitch Reinke                                                  ,Columbus     ,RD     ,7 ,0 ,4 ,4 ,1  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,6  ,0.0 ,5  ,2 ,0 ,0   ,10,0 ,0,0 ,0 ,0 ,0 ,0 ,15:46,2:00,0:25,4 ,3 ,0 ,7.43,
Jaden Schwartz                                                ,St. Louis    ,LW     ,7 ,0 ,4 ,4 ,0  ,0  ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,21 ,0.0 ,8  ,1 ,1 ,0.50,4 ,0 ,0,0 ,0 ,0 ,0 ,0 ,18:17,3:34,2:34,4 ,4 ,0 ,7.57,
Tyce Thompson                                                 ,New Jersey   ,C/RW   ,14,0 ,4 ,4 ,-3 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,7  ,0.0 ,8  ,4 ,1 ,0.35,5 ,0 ,0,0 ,0 ,0 ,0 ,0 ,10:17,0:04,0:00,5 ,8 ,0 ,6.57,
Joakim Ryan                                                   ,Tampa Bay    ,LD/RD  ,14,0 ,4 ,4 ,-3 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,0.0 ,10 ,6 ,6 ,0   ,7 ,1 ,0,0 ,0 ,0 ,0 ,0 ,14:17,0:00,0:11,11,14,0 ,6.93,
Justin Schultz                                                ,Philadelphia ,RD     ,27,0 ,4 ,4 ,-17,2  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,36 ,0.0 ,44 ,13,13,0   ,41,1 ,0,0 ,0 ,0 ,0 ,0 ,19:47,2:46,1:30,8 ,25,0 ,7.04,
Colin Miller                                                  ,Minnesota    ,RD     ,25,0 ,4 ,4 ,4  ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,27 ,0.0 ,42 ,6 ,7 ,0   ,25,2 ,0,0 ,0 ,0 ,0 ,0 ,15:19,0:04,0:37,17,13,0 ,7.12,
Antti Tuomisto                                                ,Detroit      ,LD/RD  ,12,0 ,4 ,4 ,-1 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,9  ,0.0 ,18 ,3 ,1 ,0   ,4 ,2 ,0,0 ,0 ,0 ,0 ,0 ,13:40,0:00,0:03,7 ,8 ,0 ,7.17,
Radim Simek                                                   ,Montreal     ,RD/LD  ,13,0 ,4 ,4 ,4  ,6  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,0.0 ,15 ,2 ,1 ,0   ,10,3 ,0,0 ,0 ,0 ,0 ,0 ,15:15,2:27,0:27,12,8 ,0 ,7.00,
Filip Král                                                    ,Toronto      ,LD     ,23,0 ,4 ,4 ,-5 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,18 ,0.0 ,25 ,6 ,12,0   ,20,3 ,0,0 ,0 ,0 ,0 ,0 ,14:07,0:00,0:03,9 ,14,0 ,6.91,
Derrick Pouliot                                               ,St. Louis    ,LD     ,26,0 ,4 ,4 ,-6 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,35 ,0.0 ,53 ,11,10,0   ,39,3 ,0,0 ,0 ,0 ,0 ,0 ,19:53,1:48,1:48,15,21,0 ,6.96,
Devon Toews                                                   ,NY Islanders ,LD     ,26,0 ,4 ,4 ,4  ,8  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,40 ,0.0 ,36 ,18,15,0   ,49,4 ,0,0 ,0 ,0 ,0 ,0 ,20:25,2:12,2:52,21,17,0 ,7.27,
John Nyberg                                                   ,Dallas       ,LD     ,24,0 ,4 ,4 ,-2 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,21 ,0.0 ,40 ,12,4 ,0   ,19,4 ,0,0 ,0 ,0 ,0 ,0 ,14:41,0:12,0:24,18,20,0 ,6.92,
Jason Robertson                                               ,Rockford     ,LW     ,17,0 ,4 ,4 ,-8 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,12 ,0.0 ,22 ,3 ,5 ,0.03,12,4 ,0,0 ,0 ,0 ,0 ,0 ,11:37,0:12,0:00,6 ,14,0 ,6.59,
Jérémie Poirier                                               ,Edmonton     ,LD/RD  ,19,0 ,4 ,4 ,5  ,10 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,0.0 ,27 ,4 ,1 ,0   ,16,5 ,0,0 ,0 ,0 ,0 ,0 ,19:12,2:20,0:44,15,10,0 ,7.16,
Martin Fehérváry                                              ,Florida      ,LD     ,24,0 ,4 ,4 ,2  ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,0.0 ,46 ,9 ,13,0   ,31,8 ,0,0 ,0 ,0 ,0 ,0 ,18:50,0:36,1:44,19,17,0 ,6.75,
Evan Bouchard                                                 ,Winnipeg     ,RD/LD  ,26,0 ,4 ,4 ,-4 ,18 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,15 ,0.0 ,41 ,4 ,1 ,0   ,30,4 ,0,1 ,0 ,0 ,0 ,0 ,14:09,0:00,0:12,13,17,0 ,6.92,
Ari Ahlholm                                                   ,New Jersey   ,LW     ,23,0 ,4 ,4 ,-6 ,19 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,28 ,0.0 ,20 ,4 ,2 ,0   ,4 ,2 ,1,0 ,1 ,0 ,0 ,0 ,10:18,0:00,0:00,6 ,12,0 ,6.70,
Ilya Mironov                                                  ,Vancouver    ,RD/LD  ,29,0 ,4 ,4 ,1  ,20 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,21 ,0.0 ,42 ,14,9 ,0   ,24,5 ,0,1 ,0 ,0 ,0 ,0 ,13:53,0:27,0:39,18,17,0 ,6.66,
Serron Noel                                                   ,Florida      ,RW     ,24,0 ,4 ,4 ,-5 ,34 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,0.0 ,44 ,7 ,4 ,0   ,7 ,7 ,2,1 ,0 ,0 ,2 ,2 ,11:34,0:04,0:00,7 ,12,0 ,6.75,
Robert Mastrosimone                                           ,Buffalo      ,LW/C   ,10,3 ,0 ,3 ,-2 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,16 ,18.8,8  ,1 ,0 ,0   ,2 ,2 ,0,0 ,0 ,0 ,0 ,0 ,13:54,0:56,0:01,3 ,5 ,0 ,6.70,
Bobby O'Reilly                                                ,Hershey      ,LW/C   ,5 ,2 ,1 ,3 ,0  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,6  ,33.3,3  ,0 ,0 ,0   ,3 ,0 ,0,0 ,0 ,0 ,0 ,0 ,10:23,0:00,0:00,3 ,3 ,0 ,7.20,
Conor Garland                                                 ,NY Islanders ,RW/LW  ,13,2 ,1 ,3 ,-7 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,21 ,9.5 ,8  ,2 ,1 ,0   ,3 ,2 ,0,0 ,0 ,0 ,0 ,0 ,14:27,2:41,0:00,3 ,10,0 ,6.54,
Philippe Myers                                                ,Philadelphia ,RD     ,17,2 ,1 ,3 ,5  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,13 ,15.4,22 ,4 ,7 ,0   ,24,3 ,0,0 ,0 ,0 ,0 ,0 ,15:03,0:00,0:42,13,8 ,0 ,7.00,
Alex Arguez                                                   ,Rockford     ,C      ,6 ,2 ,1 ,3 ,1  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,8  ,25.0,8  ,0 ,0 ,0.39,0 ,4 ,0,0 ,0 ,0 ,0 ,0 ,13:22,0:21,0:13,5 ,4 ,0 ,6.17,
Connor Brown                                                  ,Carolina     ,RW     ,27,2 ,1 ,3 ,-7 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,33 ,6.1 ,15 ,6 ,8 ,0   ,8 ,4 ,0,0 ,0 ,0 ,0 ,0 ,9:49 ,0:00,0:00,5 ,12,0 ,6.74,
Stelio Mattheos                                               ,Vancouver    ,RW     ,14,2 ,1 ,3 ,-4 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,10 ,20.0,20 ,2 ,0 ,0   ,2 ,6 ,0,0 ,0 ,0 ,0 ,0 ,9:50 ,0:00,0:00,4 ,8 ,0 ,6.79,
Daniil Avershin                                               ,Carolina     ,RW/LW  ,7 ,1 ,2 ,3 ,-6 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,8  ,12.5,13 ,0 ,0 ,0   ,1 ,0 ,0,0 ,0 ,0 ,0 ,0 ,12:11,0:40,0:00,3 ,9 ,0 ,6.71,
Brock Dmytriw                                                 ,Grand Rapids ,C      ,6 ,1 ,2 ,3 ,0  ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,5  ,20.0,15 ,0 ,0 ,0.54,1 ,1 ,0,0 ,0 ,0 ,0 ,0 ,9:48 ,0:00,0:00,3 ,3 ,1 ,7.33,
Xavier Bouchard                                               ,Vegas        ,RD/LD  ,15,1 ,2 ,3 ,-2 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,15 ,6.7 ,19 ,4 ,1 ,0   ,15,1 ,0,0 ,0 ,0 ,0 ,0 ,17:12,0:00,1:24,14,16,0 ,6.60,
Mirco Müller                                                  ,Nashville    ,LD/RD  ,17,1 ,2 ,3 ,-2 ,2  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,7.1 ,28 ,9 ,11,0   ,21,1 ,0,0 ,0 ,0 ,0 ,0 ,17:12,0:39,2:49,10,12,0 ,6.71,
Brian McDonald                                                ,Arizona      ,RD     ,17,1 ,2 ,3 ,0  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,7.1 ,31 ,10,2 ,0   ,13,3 ,0,0 ,0 ,0 ,0 ,0 ,17:18,0:01,0:57,12,12,0 ,6.88,
Kieffer Bellows                                               ,Bridgeport   ,LW/C   ,12,1 ,2 ,3 ,-2 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,7.7 ,14 ,0 ,0 ,0   ,1 ,3 ,0,0 ,0 ,0 ,0 ,0 ,10:40,0:20,0:00,3 ,5 ,0 ,6.83,
Taro Hirose                                                   ,Detroit      ,LW     ,27,1 ,2 ,3 ,-9 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,3.8 ,12 ,5 ,1 ,0   ,13,4 ,0,0 ,0 ,0 ,0 ,0 ,10:30,0:10,0:00,7 ,16,0 ,6.59,
Zemgus Girgensons                                             ,Vegas        ,RW/LW/C,27,1 ,2 ,3 ,-4 ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,37 ,2.7 ,53 ,7 ,5 ,0.00,14,5 ,0,0 ,0 ,0 ,0 ,0 ,10:24,0:00,0:51,5 ,9 ,0 ,7.00,
Jean-Gabriel Pageau                                           ,Calgary      ,C      ,23,1 ,2 ,3 ,-7 ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,24 ,4.2 ,30 ,6 ,4 ,0.47,7 ,8 ,0,0 ,0 ,0 ,0 ,0 ,11:19,0:07,0:20,4 ,11,0 ,6.48,
Craig Smith                                                   ,Pittsburgh   ,RW     ,28,1 ,2 ,3 ,-19,16 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,3.4 ,33 ,4 ,6 ,0   ,11,8 ,0,0 ,0 ,0 ,0 ,0 ,10:50,0:00,0:00,5 ,24,0 ,6.57,
Mark Giordano                                                 ,NY Islanders ,LD/RD  ,26,1 ,2 ,3 ,-12,24 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,7.1 ,49 ,5 ,18,0   ,23,7 ,0,1 ,0 ,0 ,0 ,0 ,14:28,0:30,0:47,6 ,18,0 ,6.88,
Nikita Zaitsev                                                ,Calgary      ,RD     ,29,1 ,2 ,3 ,-9 ,26 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,24 ,4.2 ,39 ,9 ,12,0   ,23,8 ,0,1 ,0 ,0 ,0 ,0 ,17:14,1:34,0:24,13,22,0 ,6.66,
Wayne Simmonds                                                ,NY Rangers   ,RW     ,23,1 ,2 ,3 ,3  ,31 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,22 ,4.5 ,31 ,4 ,3 ,0.00,13,3 ,3,1 ,0 ,0 ,3 ,0 ,12:13,0:05,0:07,10,7 ,0 ,6.96,
Jeff Bennett                                                  ,Chicago      ,LW     ,27,1 ,2 ,3 ,-8 ,31 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,28 ,3.6 ,61 ,5 ,0 ,0   ,12,8 ,3,0 ,0 ,0 ,3 ,0 ,9:48 ,0:00,0:00,7 ,15,2 ,6.96,
Cameron Hillis                                                ,Montreal     ,C      ,6 ,0 ,3 ,3 ,2  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,5  ,0.0 ,1  ,0 ,1 ,0.53,2 ,0 ,0,0 ,0 ,0 ,0 ,0 ,9:54 ,0:00,0:00,4 ,2 ,0 ,7.00,
Maxime Lajoie                                                 ,Chicago      ,LD     ,3 ,0 ,3 ,3 ,0  ,0  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,5  ,0.0 ,4  ,0 ,0 ,0   ,6 ,0 ,0,0 ,0 ,0 ,0 ,0 ,17:48,1:20,0:25,1 ,1 ,0 ,8.00,
Troy Stecher                                                  ,Vancouver    ,RD     ,15,0 ,3 ,3 ,-2 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,18 ,0.0 ,20 ,4 ,7 ,0   ,9 ,2 ,0,0 ,0 ,0 ,0 ,0 ,14:10,1:00,0:35,7 ,9 ,0 ,7.20,
Nicklaus Perbix                                               ,Tampa Bay    ,RD     ,13,0 ,3 ,3 ,-6 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,7  ,0.0 ,15 ,5 ,8 ,0   ,7 ,2 ,0,0 ,0 ,0 ,0 ,0 ,13:43,0:00,0:12,10,16,0 ,6.46,
Ondrej Psenicka                                               ,NY Rangers   ,LW     ,20,0 ,3 ,3 ,-9 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,4  ,0.0 ,29 ,4 ,1 ,0.08,10,3 ,0,0 ,0 ,0 ,0 ,0 ,8:57 ,0:00,0:00,2 ,11,0 ,6.75,
Brendy Weber                                                  ,Toronto      ,RD/LD  ,21,0 ,3 ,3 ,2  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,8  ,0.0 ,36 ,7 ,7 ,0   ,32,4 ,0,0 ,0 ,0 ,0 ,0 ,15:25,0:20,0:06,13,11,0 ,6.62,
Zach Whitecloud                                               ,St. Louis    ,RD     ,27,0 ,3 ,3 ,-6 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,0.0 ,58 ,14,11,0   ,45,4 ,0,0 ,0 ,0 ,0 ,0 ,16:38,0:13,1:54,13,19,0 ,6.78,
Joel Edmundson                                                ,San Jose     ,LD     ,20,0 ,3 ,3 ,-5 ,13 ,0   ,0    ,0  ,0  ,1  ,1  ,0   ,0 ,0 ,0 ,11 ,0.0 ,46 ,9 ,16,0   ,40,4 ,1,0 ,0 ,0 ,1 ,1 ,16:27,0:00,2:42,12,17,0 ,6.85,
Jacob Larsson                                                 ,Anaheim      ,LD/RD  ,26,0 ,3 ,3 ,-3 ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,22 ,0.0 ,22 ,6 ,3 ,0   ,14,3 ,0,1 ,0 ,0 ,0 ,0 ,14:50,0:23,0:13,9 ,12,0 ,6.62,
Eamon Powell                                                  ,Vegas        ,RD     ,22,0 ,3 ,3 ,-1 ,21 ,0   ,0    ,0  ,0  ,1  ,1  ,0   ,0 ,0 ,0 ,19 ,0.0 ,27 ,10,9 ,0   ,24,3 ,1,0 ,0 ,1 ,0 ,0 ,15:40,0:54,0:58,13,14,0 ,6.77,
